original_id	curie	drug_name	curie_label	ingredients_list	ingredient_ids	combination_therapy	alternate_ids	approved_japan	marketing_status_europe	approved_eu	marketing_status_usa	approved_usa	is_steroid	is_antimicrobial	is_chemotherapy	is_glucose_regulator	name	category	id	normalization_success										
DRUGBANK:DB13905	DRUGBANK:DB13905	CENTRUROIDES (SCORPION) IMMUNE F(AB')2 (EQUINE) INJECTION	Scorpion (centruroides) immune Fab2 antivenin (equine)			FALSE	"['DRUGBANK:DB13905', 'UMLS:C3204554', 'RXCUI:1119986', 'RXCUI:1119989', 'UMLS:C3195385', 'RXCUI:1119990', 'RXCUI:1119993', 'UMLS:C3195389', 'RXCUI:1152428', 'UMLS:C3206929', 'RXCUI:1174931', 'UMLS:C3228945', 'RXCUI:1865684', 'UMLS:C4301723', 'RXCUI:1865685', 'UMLS:C4301724', 'RXCUI:1865687', 'UMLS:C4301725', 'RXCUI:1865688', 'UMLS:C4301726']"	FALSE		FALSE		TRUE	FALSE	FALSE	FALSE	FALSE	Scorpion (centruroides) immune Fab2 antivenin (equine)	biolink:Drug	DRUGBANK:DB13905	TRUE										
PUBCHEM.COMPOUND:9824461	PUBCHEM.COMPOUND:9824461	REMIMAZOLAM; REMIMAZOLAM 	remimazolam			FALSE	"['PUBCHEM.COMPOUND:9824461', 'GTOPDB:8442', 'INCHIKEY:GHUYIIGPWBMOGY-KRWDZBQOSA-N']"	FALSE	Authorised	TRUE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	remimazolam	biolink:Drug	PUBCHEM.COMPOUND:9824461	TRUE										
RXCUI:1157361	RXCUI:1157361	ETHYNODIOL; MESTRANOL; ETHINYL ESTRADIOL; ETHYNODIOL	ethinyl estradiol / ethynodiol Pill	"['ETHYNODIOL DIACETATE', 'MESTRANOL']; ['ETHINYL ESTRADIOL', 'ETHYNODIOL DIACETATE']"	"['RXCUI:372115', 'CHEBI:6784']; ['CHEBI:4903', 'RXCUI:372115']"	TRUE	"['RXCUI:1157361', 'UMLS:C3211784', 'RXCUI:2660778', 'UMLS:C5844585']"	FALSE		FALSE	DISCONTINUED; RX	TRUE	FALSE	FALSE	FALSE	FALSE	ethinyl estradiol / ethynodiol Pill	biolink:Drug	RXCUI:1157361	TRUE										
RXCUI:1861726	RXCUI:1861726	DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE; DROSPIRENONE; ETHINYL ESTRADIOL	drospirenone / ethinyl estradiol / levomefolate Pill	"['DROSPIRENONE', 'ETHINYL ESTRADIOL', 'LEVOMEFOLATE CALCIUM']; ['DROSPIRENONE', 'ETHINYL ESTRADIOL']"	"['CHEBI:50838', 'CHEBI:4903', 'CHEBI:15641']; ['CHEBI:50838', 'CHEBI:4903']"	TRUE	"['RXCUI:1861726', 'UMLS:C4294714', 'RXCUI:2662820', 'UMLS:C5846624']"	FALSE		FALSE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	drospirenone / ethinyl estradiol / levomefolate Pill	biolink:Drug	RXCUI:1861726	TRUE										
RXCUI:2166086	RXCUI:2166086	HALOBETASOL; TAZAROTENE	halobetasol / tazarotene Topical Product	"['HALOBETASOL PROPIONATE', 'TAZAROTENE']"	"['CHEBI:135782', 'CHEBI:32184']"	TRUE	"['RXCUI:2166086', 'UMLS:C4766092', 'RXCUI:2660331', 'UMLS:C5844139']"	FALSE		FALSE	RX	TRUE	TRUE	FALSE	FALSE	FALSE	halobetasol / tazarotene Topical Product	biolink:Drug	RXCUI:2166086	TRUE										
RXCUI:2596777	RXCUI:2596777	NIVOLUMAB; RELATLIMAB; NIVOLUMAB AND RELATLIMAB-RMBW	nivolumab / relatlimab Injection	"['RELATLIMAB ', ' NIVOLUMAB']"	"['UNII:AF75XOF6W3', 'UNII:31YO63LBSN']"	True; False	"['RXCUI:2596777', 'UMLS:C5577552', 'RXCUI:2596780', 'UMLS:C5577555', 'RXCUI:2596781', 'UMLS:C5577556', 'RXCUI:2596782', 'UMLS:C5577557', 'RXCUI:2596783', 'UMLS:C5577558', 'RXCUI:2648875', 'UMLS:C5837457', 'RXCUI:2654690', 'UMLS:C5838555']"	FALSE	Authorised	TRUE		TRUE	FALSE	FALSE	FALSE	FALSE	nivolumab / relatlimab Injection	biolink:Drug	RXCUI:2596777	TRUE										
CHEBI:149836	CHEBI:149836	TIGECYCLINE	Tigecycline			FALSE	"['CHEBI:149836', 'UNII:70JE2N95KR', 'CHEMBL.COMPOUND:CHEMBL376140', 'DRUGBANK:DB00560', 'MESH:D000078304', 'DrugCentral:2661', 'HMDB:HMDB0014700', 'KEGG.COMPOUND:C12012', 'INCHIKEY:FPZLLRFZJZRHSY-HJYUBDRYSA-N', 'UMLS:C1260298', 'RXCUI:384455', 'RXCUI:581531', 'UMLS:C1614009', 'RXCUI:584198', 'UMLS:C1614700', 'RXCUI:584201', 'UMLS:C1613040', 'RXCUI:1162095', 'UMLS:C3216426', 'RXCUI:1186913', 'UMLS:C3240660', 'RXCUI:1724328', 'UMLS:C4060355', 'RXCUI:1724329', 'UMLS:C4050108', 'RXCUI:1724331', 'UMLS:C4060149', 'RXCUI:1724332', 'UMLS:C4060216']"	TRUE	Authorised	TRUE	RX	TRUE	FALSE	TRUE	FALSE	FALSE	Tigecycline	biolink:Drug	CHEBI:149836	TRUE										
DRUGBANK:DB10343	DRUGBANK:DB10343	BCG LIVE	Bacillus calmette-guerin substrain tice live antigen			FALSE	"['DRUGBANK:DB10343', 'RXCUI:221050', 'RXCUI:94317', 'RXCUI:213744', 'UMLS:C0716865', 'RXCUI:402921', 'UMLS:C1323174', 'RXCUI:573593', 'UMLS:C1607784', 'RXCUI:1155021', 'UMLS:C3209481', 'RXCUI:1653482', 'UMLS:C4026758', 'RXCUI:1653483', 'UMLS:C4026759', 'RXCUI:1653484', 'UMLS:C1653254', 'RXCUI:1653485', 'UMLS:C4026760', 'RXCUI:1653486', 'UMLS:C4026761', 'RXCUI:1653577', 'UMLS:C4026800', 'RXCUI:1653578', 'UMLS:C4026801', 'RXCUI:1653579', 'UMLS:C0706063']"	FALSE		FALSE		TRUE	FALSE	FALSE	FALSE	FALSE	Bacillus calmette-guerin substrain tice live antigen	biolink:Drug	DRUGBANK:DB10343	TRUE										
MESH:D022242	MESH:D022242	PNEUMOCOCCAL VACCINE	Pneumococcal Vaccines			FALSE	"['MESH:D022242', 'UMLS:C0358314']"	TRUE		FALSE		FALSE	FALSE	FALSE	FALSE	FALSE	Pneumococcal Vaccines	biolink:Drug	MESH:D022242	TRUE										
RXCUI:1306289	RXCUI:1306289	COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR DISOPROXIL	cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil Pill	"['ELVITEGRAVIR', 'COBICISTAT', 'EMTRICITABINE', 'TENOFOVIR DISOPROXIL']; ['COBICISTAT', 'ELVITEGRAVIR', 'EMTRICITABINE', 'TENOFOVIR DISOPROXIL FUMARATE']"	"['CHEBI:72289', 'CHEBI:72291', 'CHEBI:31536', 'CHEBI:63717']; ['CHEBI:72291', 'CHEBI:72289', 'CHEBI:31536', 'CHEBI:63717']"	TRUE	"['RXCUI:1306289', 'UMLS:C3486536', 'RXCUI:2661409', 'UMLS:C5845215']"	FALSE	Authorised	TRUE	RX	TRUE	FALSE	TRUE	FALSE	FALSE	cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil Pill	biolink:Drug	RXCUI:1306289	TRUE										
RXCUI:151539	RXCUI:151539	ALBUTEROL; IPRATROPIUM	Combivent	"['ALBUTEROL SULFATE', 'IPRATROPIUM BROMIDE']"	"['PUBCHEM.COMPOUND:9884233', 'UNII:VJV4X1P2Z1']"	TRUE	"['RXCUI:151539', 'UMLS:C0591282', 'RXCUI:1166889', 'UMLS:C3221090', 'RXCUI:1190222', 'UMLS:C3245068', 'RXCUI:2284636', 'UMLS:C5243453', 'RXCUI:2284638', 'UMLS:C5243293', 'RXCUI:2649067', 'UMLS:C5837621', 'RXCUI:2657485', 'UMLS:C5841343']"	FALSE		FALSE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	Combivent	biolink:Drug	RXCUI:151539	TRUE										
RXCUI:1945215	RXCUI:1945215	MEROPENEM; VABORBACTAM	meropenem / vaborbactam Injectable Product	"['MEROPENEM', 'VABORBACTAM']"	"['CHEBI:6770', 'UNII:1C75676F8V']"	TRUE	"['RXCUI:1945215', 'UMLS:C4523053', 'RXCUI:1945216', 'UMLS:C4523054', 'RXCUI:1946647', 'UMLS:C4529532', 'RXCUI:1946648', 'UMLS:C4529533', 'RXCUI:1946649', 'UMLS:C4529534', 'RXCUI:1946650', 'UMLS:C4529535']"	FALSE	Authorised	TRUE	RX	TRUE	FALSE	TRUE	FALSE	FALSE	meropenem / vaborbactam Injectable Product	biolink:Drug	RXCUI:1945215	TRUE										
RXCUI:2645731	RXCUI:2645731	BETAXOLOL; PILOCARPINE	betaxolol / pilocarpine hydrochloride Ophthalmic Suspension	"['BETAXOLOL HYDROCHLORIDE', 'PILOCARPINE HYDROCHLORIDE']"	"['CHEBI:643228', 'CHEBI:8207']"	TRUE	"['RXCUI:2645731', 'UMLS:C5834879', 'RXCUI:2658958', 'UMLS:C5842808']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	FALSE	FALSE	FALSE	betaxolol / pilocarpine hydrochloride Ophthalmic Suspension	biolink:Drug	RXCUI:2645731	TRUE										
RXCUI:404930	RXCUI:404930	CIPROFLOXACIN; DEXAMETHASONE; CIPROFLOXACIN; CIPROFLOXACIN	Ciprodex	"['CIPROFLOXACIN', 'DEXAMETHASONE']; ['CIPROFLOXACIN', 'CIPROFLOXACIN HYDROCHLORIDE']"	"['CHEBI:59936', 'CHEBI:4462']; ['CHEBI:59936', 'CHEBI:59936']"	TRUE	"['RXCUI:404930', 'UMLS:C1330135', 'RXCUI:405941', 'UMLS:C1331174', 'RXCUI:405942', 'UMLS:C1331175', 'RXCUI:545158', 'UMLS:C1589766', 'RXCUI:1152113', 'UMLS:C3206620', 'RXCUI:1170903', 'UMLS:C3225017']"	FALSE		FALSE	RX	TRUE	TRUE	TRUE	FALSE	FALSE	Ciprodex	biolink:Drug	RXCUI:404930	TRUE										
UNII:6SN82Y9U73	UNII:6SN82Y9U73	FORODESINE HYDROCHLORIDE	FORODESINE HYDROCHLORIDE			FALSE	"['UNII:6SN82Y9U73', 'PUBCHEM.COMPOUND:135449327', 'CHEMBL.COMPOUND:CHEMBL550755', 'CAS:284490-13-7', 'INCHIKEY:WEIAMZKHBCLFOG-QPAIBFMUSA-N']"	TRUE		FALSE		FALSE	FALSE	FALSE	FALSE	FALSE	FORODESINE HYDROCHLORIDE	biolink:Drug	UNII:6SN82Y9U73	TRUE										
DRUGBANK:DB16665	DRUGBANK:DB16665	IDECABTAGENE VICLEUCEL	Idecabtagene vicleucel			FALSE	"['DRUGBANK:DB16665', 'RXCUI:2536430', 'RXCUI:2536431', 'UMLS:C5449005', 'RXCUI:2536432', 'UMLS:C5449006', 'RXCUI:2536433', 'UMLS:C5449007', 'RXCUI:2536434', 'UMLS:C5449008', 'RXCUI:2536435', 'RXCUI:2536436', 'UMLS:C5449010', 'RXCUI:2536437', 'UMLS:C5449011', 'RXCUI:2536438', 'UMLS:C5449012', 'RXCUI:2536439', 'UMLS:C5449013', 'RXCUI:2536442', 'UMLS:C5449016', 'RXCUI:2536443', 'UMLS:C5449017', 'RXCUI:2536444', 'UMLS:C5449018', 'RXCUI:2536445', 'UMLS:C5449019', 'RXCUI:2536448', 'UMLS:C5449022', 'RXCUI:2536449', 'UMLS:C5449023', 'RXCUI:2536450', 'UMLS:C5449024', 'RXCUI:2536451', 'UMLS:C5449025']"	FALSE	Authorised	TRUE		TRUE	FALSE	FALSE	FALSE	FALSE	Idecabtagene vicleucel	biolink:Drug	DRUGBANK:DB16665	TRUE										
PUBCHEM.COMPOUND:71457944	PUBCHEM.COMPOUND:71457944	COLISTIN SULFATE	COLISTIN SULFATE			FALSE	"['PUBCHEM.COMPOUND:71457944', 'CHEMBL.COMPOUND:CHEMBL2218908', 'INCHIKEY:ZESIAEVDVPWEKB-ORCFLVBFSA-N']"	FALSE		FALSE		FALSE	FALSE	FALSE	FALSE	FALSE	COLISTIN SULFATE	biolink:Drug	PUBCHEM.COMPOUND:71457944	TRUE										
RXCUI:1600704	RXCUI:1600704	COBICISTAT; DARUNAVIR	cobicistat 150 MG / darunavir 800 MG Oral Tablet	"['DARUNAVIR', 'COBICISTAT']; ['COBICISTAT', 'DARUNAVIR']"	"['CHEBI:367163', 'CHEBI:72291']; ['CHEBI:72291', 'CHEBI:367163']"	TRUE	"['RXCUI:1600704', 'UMLS:C3871621', 'RXCUI:1600710', 'UMLS:C3882673']"	FALSE	Authorised	TRUE	RX	TRUE	FALSE	TRUE	FALSE	FALSE	cobicistat 150 MG / darunavir 800 MG Oral Tablet	biolink:Drug	RXCUI:1600704	TRUE										
RXCUI:368561	RXCUI:368561	EPROSARTAN; HYDROCHLOROTHIAZIDE	eprosartan / hydrochlorothiazide Oral Tablet [Teveten HCT]	"['EPROSARTAN MESYLATE', 'HYDROCHLOROTHIAZIDE']"	"['UNII:9G2HB74868', 'CHEBI:5778']"	TRUE	"['RXCUI:368561', 'UMLS:C1242548', 'RXCUI:378735', 'UMLS:C1253090', 'RXCUI:576025', 'UMLS:C1593726', 'RXCUI:1161918', 'UMLS:C3216250', 'RXCUI:1161919', 'UMLS:C3216251', 'RXCUI:1184922', 'UMLS:C3238712', 'RXCUI:1184923', 'UMLS:C3238713', 'UMLS:C1170659', 'RXCUI:353022']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	FALSE	FALSE	FALSE	eprosartan / hydrochlorothiazide Oral Tablet [Teveten HCT]	biolink:Drug	RXCUI:368561	TRUE										
DRUGBANK:DB17132	DRUGBANK:DB17132	"CHARACTERISED VIABLE AUTOLOGOUS CARTILAGE CELLS EXPANDED EX VIVO EXPRESSING SPECIFIC MARKER PROTEINS; HEMATOPOIETIC PROGENITOR CELLS, CORD (HPC-C); OMIDUBICEL-ONLV"	Omidubicel			FALSE	"['DRUGBANK:DB17132', 'RXCUI:2637355', 'RXCUI:2637354', 'RXCUI:2637357', 'UMLS:C5814741', 'RXCUI:2637358', 'UMLS:C5814742', 'RXCUI:2637359', 'UMLS:C5814743', 'RXCUI:2637360', 'UMLS:C5814744', 'RXCUI:2637362', 'UMLS:C5814746', 'RXCUI:2648320', 'UMLS:C5836990', 'RXCUI:2661557', 'UMLS:C5845362']"	FALSE	Withdrawn	TRUE		TRUE	FALSE	FALSE	FALSE	FALSE	Omidubicel	biolink:Drug	DRUGBANK:DB17132	TRUE										
RXCUI:1657136	RXCUI:1657136	ALLOGENEIC T CELLS GENETICALLY MODIFIED WITH A RETROVIRAL VECTOR ENCODING FOR A TRUNCATED FORM OF THE HUMAN LOW AFFINITY NERVE GROWTH FACTOR RECEPTOR (\\U0394LNGFR); THE HERPES SIMPLEX I VIRUS THYMIDINE KINASE (HSV-TK MUT2)	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Product	"['ALLOGENEIC T CELLS GENETICALLY MODIFIED WITH A RETROVIRAL VECTOR ENCODING FOR A TRUNCATED FORM OF THE HUMAN LOW AFFINITY NERVE GROWTH FACTOR RECEPTOR (\\U0394LNGFR)', 'THE HERPES SIMPLEX I VIRUS THYMIDINE KINASE (HSV-TK MUT2)']"	"['CHEBI:5931', 'DRUGBANK:DB17994']"	TRUE	"['RXCUI:1657136', 'UMLS:C4034155', 'RXCUI:2659136', 'UMLS:C5842946', 'RXCUI:2659304', 'UMLS:C5843113', 'RXCUI:2659305', 'UMLS:C5843114', 'RXCUI:2659680', 'UMLS:C5843489', 'RXCUI:2659681', 'UMLS:C5843490', 'RXCUI:2659708', 'UMLS:C5843517', 'RXCUI:2659776', 'UMLS:C5843585', 'RXCUI:2659787', 'UMLS:C5843596', 'RXCUI:2659804', 'UMLS:C5843613', 'RXCUI:2659974', 'UMLS:C5843782', 'RXCUI:2660143', 'UMLS:C5843951', 'RXCUI:2660163', 'UMLS:C5843971', 'RXCUI:2660227', 'UMLS:C5844035', 'RXCUI:2660568', 'UMLS:C5844375', 'RXCUI:2660583', 'UMLS:C5844390', 'RXCUI:2660792', 'UMLS:C5844599', 'RXCUI:2660893', 'UMLS:C5844700', 'RXCUI:2660919', 'UMLS:C5844726', 'RXCUI:2661114', 'UMLS:C5844920', 'RXCUI:2661122', 'UMLS:C5844928', 'RXCUI:2661143', 'UMLS:C5844949', 'RXCUI:2661292', 'UMLS:C5845098', 'RXCUI:2661293', 'UMLS:C5845099', 'RXCUI:2661342', 'UMLS:C5845148', 'RXCUI:2661458', 'UMLS:C5845264', 'RXCUI:2661497', 'UMLS:C5845303', 'RXCUI:2661498', 'UMLS:C5845304', 'RXCUI:2661883', 'UMLS:C5845688', 'RXCUI:2662075', 'UMLS:C5845880', 'RXCUI:2662087', 'UMLS:C5845892', 'RXCUI:2662135', 'UMLS:C5845940', 'RXCUI:2662271', 'UMLS:C5846075', 'RXCUI:2662276', 'UMLS:C5846080', 'RXCUI:2662291', 'UMLS:C5846095', 'RXCUI:2662443', 'UMLS:C5846247', 'RXCUI:2662653', 'UMLS:C5846457', 'RXCUI:2662693', 'UMLS:C5846497', 'RXCUI:2662734', 'UMLS:C5846538', 'RXCUI:2663059', 'UMLS:C5846863', 'RXCUI:2663143', 'UMLS:C5846947', 'RXCUI:2663157', 'UMLS:C5846961', 'RXCUI:2663223', 'UMLS:C5847027', 'RXCUI:2663253', 'UMLS:C5847057', 'RXCUI:2663254', 'UMLS:C5847058', 'RXCUI:2663284', 'UMLS:C5847088', 'RXCUI:2663285', 'UMLS:C5847089', 'RXCUI:2663346', 'UMLS:C5847149', 'RXCUI:2663348', 'UMLS:C5847151', 'RXCUI:2663492', 'UMLS:C5847294', 'RXCUI:2663493', 'UMLS:C5847295', 'RXCUI:2663643', 'UMLS:C5847444', 'RXCUI:2675571', 'RXCUI:2677168', 'RXCUI:2677448', 'RXCUI:2686929', 'RXCUI:2687720', 'RXCUI:2687733', 'RXCUI:2688121']"	FALSE	Withdrawn	TRUE		FALSE	FALSE	FALSE	FALSE	FALSE	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Product	biolink:Drug	RXCUI:1657136	TRUE										
RXCUI:1940699	RXCUI:1940699	GLECAPREVIR; PIBRENTASVIR	glecaprevir / pibrentasvir Oral Product	"['GLECAPREVIR', 'PIBRENTASVIR']"	"['UNII:K6BUU8J72P', 'UNII:2WU922TK3L']"	TRUE	"['RXCUI:1940699', 'UMLS:C4519572', 'RXCUI:1940700', 'UMLS:C4519573', 'RXCUI:1940701', 'UMLS:C4519574', 'RXCUI:1940704', 'UMLS:C4519577', 'RXCUI:1940705', 'UMLS:C4519578', 'RXCUI:1940706', 'UMLS:C4519579', 'RXCUI:1940707', 'UMLS:C4519580', 'RXCUI:1940708', 'UMLS:C4519581', 'RXCUI:2557904', 'UMLS:C5455559', 'RXCUI:2557905', 'UMLS:C5455560', 'RXCUI:2557907', 'UMLS:C5455562', 'RXCUI:2557908', 'UMLS:C5455563', 'RXCUI:2557909', 'UMLS:C5455564']"	FALSE	Authorised	TRUE	RX	TRUE	FALSE	TRUE	FALSE	FALSE	glecaprevir / pibrentasvir Oral Product	biolink:Drug	RXCUI:1940699	TRUE										
RXCUI:2646244	RXCUI:2646244	CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE	calcium chloride / magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium lactate Injectable Solution	"['CALCIUM CHLORIDE', 'MAGNESIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM CHLORIDE', 'SODIUM LACTATE']"	"['CHEBI:3312', 'CHEBI:6636', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:26710', 'UNII:P2Y1C6M9PS']"	TRUE	"['RXCUI:2646244', 'UMLS:C5835278', 'RXCUI:2656453', 'UMLS:C5840312']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	FALSE	FALSE	FALSE	calcium chloride / magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium lactate Injectable Solution	biolink:Drug	RXCUI:2646244	TRUE										
UNII:4AWF0N6QV3	UNII:4AWF0N6QV3	LIPEGFILGRASTIM	Lipegfilgrastim			FALSE	"['UNII:4AWF0N6QV3', 'PUBCHEM.COMPOUND:77910626', 'CHEMBL.COMPOUND:CHEMBL4594230', 'DRUGBANK:DB13200', 'DrugCentral:4991', 'UMLS:C3640212', 'RXCUI:1440046', 'RXCUI:1440048', 'UMLS:C3667796']"	FALSE	Authorised	TRUE		FALSE	FALSE	FALSE	FALSE	FALSE	Lipegfilgrastim	biolink:Drug	UNII:4AWF0N6QV3	TRUE										
UNII:5K3UP561AX	UNII:5K3UP561AX	INDIUM IN-111 PENTETATE 	Indium In-111 pentetate			FALSE	"['UNII:5K3UP561AX', 'DRUGBANK:DB09425', 'INCHIKEY:BLALCKLYSDDAOC-JWFOFJTQSA-K', 'UMLS:C0304967']"	FALSE		FALSE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	Indium In-111 pentetate	biolink:Drug	UNII:5K3UP561AX	TRUE										
